,D,day,month,year,wy,tmax_c,tmin_c,precip,wyd
1351,6/12/92,12,6,1992,1992,27.91944445,13.79777778,0,256
1352,6/13/92,13,6,1992,1992,27.91944445,16.55888889,0,257
1353,6/14/92,14,6,1992,1992,27.91944445,14.54722222,0,258
1354,6/15/92,15,6,1992,1992,27.39388889,14.15277778,0,259
1355,6/16/92,16,6,1992,1992,26.05611111,13.79777778,0,260
1356,6/17/92,17,6,1992,1992,25.10055555,14.54722222,0,261
1357,6/18/92,18,6,1992,1992,25.10055555,13.36388889,0,262
1358,6/19/92,19,6,1992,1992,22.66388889,13.36388889,0,263
1359,6/20/92,20,6,1992,1992,22.66388889,14.54722222,0,264
1360,6/21/92,21,6,1992,1992,20.80055555,14.90222222,0,265
1361,6/22/92,22,6,1992,1992,21.75611111,15.33611111,0,266
1362,6/23/92,23,6,1992,1992,23.61944445,13.71888889,0,267
1363,6/24/92,24,6,1992,1992,24.575,14.50777778,0,268
1364,6/25/92,25,6,1992,1992,26.05611111,13.36388889,0,269
1365,6/26/92,26,6,1992,1992,25.10055555,14.15277778,0,270
1366,6/27/92,27,6,1992,1992,26.05611111,14.50777778,0,271
1367,6/28/92,28,6,1992,1992,26.48611111,15.69111111,0,272
1368,6/29/92,29,6,1992,1992,27.39388889,16.48,0,273
1369,6/30/92,30,6,1992,1992,25.96055555,14.90222222,0,274
1370,7/1/92,1,7,1992,1992,25.005,13.71888889,0,275
1371,7/2/92,2,7,1992,1992,24.04944445,14.15277778,0,276
1372,7/3/92,3,7,1992,1992,24.04944445,16.125,0,277
1373,7/4/92,4,7,1992,1992,22.66388889,13.36388889,0,278
1374,7/5/92,5,7,1992,1992,27.39388889,16.48,0,279
1375,7/6/92,6,7,1992,1992,27.39388889,15.25722222,0,280
1376,7/7/92,7,7,1992,1992,27.39388889,15.69111111,0,281
1377,7/8/92,8,7,1992,1992,29.40055555,17.70277778,0,282
1378,7/9/92,9,7,1992,1992,30.26055555,18.80722222,0,283
1379,7/10/92,10,7,1992,1992,27.82388889,18.80722222,0,284
1380,7/11/92,11,7,1992,1992,26.91611111,18.80722222,0,285
1381,7/12/92,12,7,1992,1992,24.04944445,19.675,0,286
1382,7/13/92,13,7,1992,1992,26.48611111,20.03,20.922,287
1383,7/14/92,14,7,1992,1992,26.48611111,18.45222222,0,288
1384,7/15/92,15,7,1992,1992,26.91611111,18.45222222,0,289
1385,7/16/92,16,7,1992,1992,26.48611111,17.70277778,0,290
1386,7/17/92,17,7,1992,1992,27.39388889,17.70277778,0,291
1387,7/18/92,18,7,1992,1992,27.82388889,16.48,0,292
1388,7/19/92,19,7,1992,1992,35.08611111,17.26888889,0,293
1389,7/20/92,20,7,1992,1992,38.43055555,17.70277778,0,294
1390,7/21/92,21,7,1992,1992,34.56055555,16.48,0,295
1391,7/22/92,22,7,1992,1992,25.005,14.50777778,0,296
1392,7/23/92,23,7,1992,1992,25.96055555,14.15277778,0,297
1393,7/24/92,24,7,1992,1992,25.53055555,14.90222222,0,298
1394,7/25/92,25,7,1992,1992,25.10055555,15.25722222,0,299
1395,7/26/92,26,7,1992,1992,25.005,14.90222222,0,300
1396,7/27/92,27,7,1992,1992,23.52388889,16.125,0,301
1397,7/28/92,28,7,1992,1992,23.09388889,16.48,0,302
1398,7/29/92,29,7,1992,1992,24.04944445,16.91388889,0,303
1399,7/30/92,30,7,1992,1992,24.04944445,16.91388889,0,304
1400,7/31/92,31,7,1992,1992,24.575,15.25722222,0,305
1401,8/1/92,1,8,1992,1992,25.005,14.15277778,0,306
1402,8/2/92,2,8,1992,1992,25.005,15.69111111,0,307
1403,8/3/92,3,8,1992,1992,25.53055555,15.69111111,0,308
1404,8/4/92,4,8,1992,1992,25.53055555,17.26888889,0,309
1405,8/5/92,5,8,1992,1992,25.005,17.26888889,0,310
1406,8/6/92,6,8,1992,1992,24.04944445,16.125,0,311
1407,8/7/92,7,8,1992,1992,25.10055555,17.70277778,0,312
1408,8/8/92,8,8,1992,1992,25.53055555,17.34777778,0,313
1409,8/9/92,9,8,1992,1992,24.575,17.70277778,0,314
1410,8/10/92,10,8,1992,1992,25.53055555,17.26888889,0,315
1411,8/11/92,11,8,1992,1992,26.05611111,17.70277778,0,316
1412,8/12/92,12,8,1992,1992,26.48611111,16.91388889,0,317
1413,8/13/92,13,8,1992,1992,27.39388889,18.05777778,0,318
1414,8/14/92,14,8,1992,1992,28.34944445,18.45222222,0,319
1415,8/15/92,15,8,1992,1992,29.305,18.45222222,0,320
1416,8/16/92,16,8,1992,1992,28.34944445,17.70277778,0,321
1417,8/17/92,17,8,1992,1992,27.91944445,18.05777778,0,322
1418,8/18/92,18,8,1992,1992,28.34944445,16.125,0,323
1419,8/19/92,19,8,1992,1992,26.91611111,16.91388889,0,324
1420,8/20/92,20,8,1992,1992,25.53055555,17.70277778,0,325
1421,8/21/92,21,8,1992,1992,25.53055555,17.26888889,0,326
1422,8/22/92,22,8,1992,1992,25.96055555,17.70277778,0,327
1423,8/23/92,23,8,1992,1992,29.40055555,13.36388889,0,328
1424,8/24/92,24,8,1992,1992,29.83055555,18.05777778,0,329
1425,8/25/92,25,8,1992,1992,25.96055555,16.91388889,0,330
1426,8/26/92,26,8,1992,1992,25.005,16.125,0,331
1427,8/27/92,27,8,1992,1992,26.05611111,16.125,0,332
1428,8/28/92,28,8,1992,1992,26.96388889,15.69111111,0,333
1429,8/29/92,29,8,1992,1992,26.91611111,15.69111111,0,334
1430,8/30/92,30,8,1992,1992,25.96055555,13.36388889,0,335
1431,8/31/92,31,8,1992,1992,25.005,14.50777778,0,336
1432,9/1/92,1,9,1992,1992,24.04944445,14.15277778,0,337
1433,9/2/92,2,9,1992,1992,24.575,16.48,0,338
1434,9/3/92,3,9,1992,1992,28.34944445,15.25722222,0,339
1435,9/4/92,4,9,1992,1992,29.305,17.70277778,0,340
1436,9/5/92,5,9,1992,1992,27.39388889,14.15277778,0,341
1437,9/6/92,6,9,1992,1992,26.48611111,15.25722222,0,342
1438,9/7/92,7,9,1992,1992,25.005,14.54722222,0,343
1439,9/8/92,8,9,1992,1992,24.575,16.55888889,0,344
1440,9/9/92,9,9,1992,1992,23.52388889,14.90222222,0,345
1441,9/10/92,10,9,1992,1992,22.66388889,16.125,0,346
1442,9/11/92,11,9,1992,1992,22.66388889,15.69111111,0,347
1443,9/12/92,12,9,1992,1992,24.575,14.15277778,0,348
1444,9/13/92,13,9,1992,1992,24.575,16.91388889,0,349
1445,9/14/92,14,9,1992,1992,23.09388889,15.69111111,0,350
1446,9/15/92,15,9,1992,1992,23.52388889,15.69111111,0,351
1447,9/16/92,16,9,1992,1992,23.52388889,14.90222222,0,352
1448,9/17/92,17,9,1992,1992,26.48611111,15.69111111,0,353
1449,9/18/92,18,9,1992,1992,28.875,14.15277778,0,354
1450,9/19/92,19,9,1992,1992,27.39388889,13.71888889,0,355
1451,9/20/92,20,9,1992,1992,26.48611111,17.26888889,0,356
1452,9/21/92,21,9,1992,1992,24.575,16.91388889,0,357
1453,9/22/92,22,9,1992,1992,25.005,14.90222222,0,358
1454,9/23/92,23,9,1992,1992,26.05611111,14.15277778,0,359
1455,9/24/92,24,9,1992,1992,27.39388889,14.50777778,0,360
1456,9/25/92,25,9,1992,1992,26.91611111,14.15277778,0,361
1457,9/26/92,26,9,1992,1992,25.96055555,18.05777778,0,362
1458,9/27/92,27,9,1992,1992,24.575,15.69111111,0,363
1459,9/28/92,28,9,1992,1992,25.10055555,14.50777778,0,364
1460,9/29/92,29,9,1992,1992,25.53055555,15.69111111,0,365
1461,9/30/92,30,9,1992,1992,27.39388889,13.71888889,0,366
1462,10/1/92,1,10,1992,1993,28.875,15.25722222,16.737,1
1463,10/2/92,2,10,1992,1993,29.305,14.15277778,0,2
1464,10/3/92,3,10,1992,1993,26.48611111,12.575,0,3
1465,10/4/92,4,10,1992,1993,24.04944445,12.14111111,0,4
1466,10/5/92,5,10,1992,1993,24.575,12.93,0,5
1467,10/6/92,6,10,1992,1993,24.575,15.69111111,0,6
1468,10/7/92,7,10,1992,1993,21.23055555,14.50777778,0,7
1469,10/8/92,8,10,1992,1993,22.18611111,14.90222222,0,8
1470,10/9/92,9,10,1992,1993,23.09388889,12.575,0,9
1471,10/10/92,10,10,1992,1993,22.61611111,15.25722222,0,10
1472,10/11/92,11,10,1992,1993,21.66055555,16.48,0,11
1473,10/12/92,12,10,1992,1993,21.66055555,16.48,0,12
1474,10/13/92,13,10,1992,1993,21.23055555,16.48,0,13
1475,10/14/92,14,10,1992,1993,23.09388889,17.70277778,0,14
1476,10/15/92,15,10,1992,1993,23.09388889,12.14111111,0,15
1477,10/16/92,16,10,1992,1993,22.66388889,12.14111111,0,16
1478,10/17/92,17,10,1992,1993,22.66388889,12.575,0,17
1479,10/18/92,18,10,1992,1993,23.09388889,15.25722222,0,18
1480,10/19/92,19,10,1992,1993,22.18611111,12.14111111,0,19
1481,10/20/92,20,10,1992,1993,22.66388889,12.93,0,20
1482,10/21/92,21,10,1992,1993,23.09388889,16.48,0,21
1483,10/22/92,22,10,1992,1993,26.96388889,13.36388889,0,22
1484,10/23/92,23,10,1992,1993,30.35611111,14.50777778,0,23
1485,10/24/92,24,10,1992,1993,30.26055555,15.69111111,0,24
1486,10/25/92,25,10,1992,1993,24.04944445,15.25722222,0,25
1487,10/26/92,26,10,1992,1993,24.04944445,14.15277778,21.307,26
1488,10/27/92,27,10,1992,1993,24.04944445,15.69111111,0,27
1489,10/28/92,28,10,1992,1993,23.52388889,14.15277778,0,28
1490,10/29/92,29,10,1992,1993,21.75611111,13.79777778,0,29
1491,10/30/92,30,10,1992,1993,22.61611111,17.34777778,0,30
1492,10/31/92,31,10,1992,1993,26.05611111,13.36388889,0,31
1493,11/1/92,1,11,1992,1993,28.34944445,15.69111111,0,32
1494,11/2/92,2,11,1992,1993,33.70055555,12.93,0,33
1495,11/3/92,3,11,1992,1993,34.13055555,21.25277778,0,34
1496,11/4/92,4,11,1992,1993,29.305,12.575,0,35
1497,11/5/92,5,11,1992,1993,24.04944445,12.14111111,0,36
1498,11/6/92,6,11,1992,1993,25.10055555,10.95777778,0,37
1499,11/7/92,7,11,1992,1993,25.53055555,10.60277778,0,38
1500,11/8/92,8,11,1992,1993,23.52388889,11.70722222,0,39
1501,11/9/92,9,11,1992,1993,21.66055555,14.15277778,0,40
1502,11/10/92,10,11,1992,1993,21.66055555,9.025,0,41
1503,11/11/92,11,11,1992,1993,22.18611111,10.16888889,0,42
1504,11/12/92,12,11,1992,1993,23.09388889,7.802222222,0,43
1505,11/13/92,13,11,1992,1993,26.48611111,8.591111111,0,44
1506,11/14/92,14,11,1992,1993,28.34944445,9.38,0,45
1507,11/15/92,15,11,1992,1993,28.34944445,10.60277778,0,46
1508,11/16/92,16,11,1992,1993,23.52388889,10.60277778,0,47
1509,11/17/92,17,11,1992,1993,22.61611111,10.60277778,11.428,48
1510,11/18/92,18,11,1992,1993,24.575,14.15277778,0.357,49
1511,11/19/92,19,11,1992,1993,26.96388889,14.15277778,0,50
1512,11/20/92,20,11,1992,1993,26.91611111,11.35222222,0,51
1513,11/21/92,21,11,1992,1993,22.61611111,8.591111111,0,52
1514,11/22/92,22,11,1992,1993,22.18611111,9.025,0,53
1515,11/23/92,23,11,1992,1993,22.61611111,9.025,0,54
1516,11/24/92,24,11,1992,1993,20.275,9.813888889,0,55
1517,11/25/92,25,11,1992,1993,21.23055555,10.16888889,0,56
1518,11/26/92,26,11,1992,1993,22.66388889,9.025,0,57
1519,11/27/92,27,11,1992,1993,22.61611111,9.813888889,0,58
1520,11/28/92,28,11,1992,1993,22.66388889,10.60277778,0,59
1521,11/29/92,29,11,1992,1993,23.52388889,8.157222222,0,60
1522,11/30/92,30,11,1992,1993,22.18611111,6.263888889,0,61
1523,12/1/92,1,12,1992,1993,22.18611111,6.263888889,0,62
1524,12/2/92,2,12,1992,1993,21.23055555,9.025,0,63
1525,12/3/92,3,12,1992,1993,19.22388889,12.14111111,0,64
1526,12/4/92,4,12,1992,1993,18.31611111,12.14111111,0,65
1527,12/5/92,5,12,1992,1993,17.45611111,7.802222222,0,66
1528,12/6/92,6,12,1992,1993,17.88611111,11.70722222,0,67
1529,12/7/92,7,12,1992,1993,17.45611111,13.71888889,2.706,68
1530,12/8/92,8,12,1992,1993,19.74944445,10.95777778,3.398,69
1531,12/9/92,9,12,1992,1993,20.275,11.35222222,0,70
1532,12/10/92,10,12,1992,1993,19.31944445,9.38,0,71
1533,12/11/92,11,12,1992,1993,19.74944445,11.35222222,0,72
1534,12/12/92,12,12,1992,1993,20.705,11.35222222,0,73
1535,12/13/92,13,12,1992,1993,18.31611111,7.052777778,0,74
1536,12/14/92,14,12,1992,1993,18.36388889,6.263888889,0,75
1537,12/15/92,15,12,1992,1993,19.22388889,7.052777778,0,76
1538,12/16/92,16,12,1992,1993,18.36388889,7.052777778,0,77
1539,12/17/92,17,12,1992,1993,18.79388889,8.591111111,0,78
1540,12/18/92,18,12,1992,1993,16.50055555,7.802222222,0,79
1541,12/19/92,19,12,1992,1993,16.93055555,5.475,0,80
1542,12/20/92,20,12,1992,1993,16.405,5.83,0,81
1543,12/21/92,21,12,1992,1993,16.93055555,6.263888889,0,82
1544,12/22/92,22,12,1992,1993,18.79388889,5.83,0,83
1545,12/23/92,23,12,1992,1993,21.75611111,6.618888889,0,84
1546,12/24/92,24,12,1992,1993,21.75611111,6.618888889,0,85
1547,12/25/92,25,12,1992,1993,22.66388889,5.83,0,86
1548,12/26/92,26,12,1992,1993,22.61611111,6.618888889,0,87
1549,12/27/92,27,12,1992,1993,20.705,7.407777778,12.919,88
1550,12/28/92,28,12,1992,1993,17.36055555,10.95777778,7.891,89
1551,12/29/92,29,12,1992,1993,17.88611111,13.71888889,59.635,90
1552,12/30/92,30,12,1992,1993,17.88611111,8.591111111,1.995,91
1553,12/31/92,31,12,1992,1993,18.31611111,7.802222222,0,92
1554,1/1/93,1,1,1993,1993,17.88611111,9.025,0,92
1555,1/2/93,2,1,1993,1993,18.31611111,10.60277778,0,93
1556,1/3/93,3,1,1993,1993,17.88611111,5.041111111,0,94
1557,1/4/93,4,1,1993,1993,15.975,5.83,27.837,95
1558,1/5/93,5,1,1993,1993,17.45611111,6.263888889,4.08,96
1559,1/6/93,6,1,1993,1993,17.36055555,12.93,37.891,97
1560,1/7/93,7,1,1993,1993,17.45611111,14.54722222,8.095,98
1561,1/8/93,8,1,1993,1993,17.36055555,11.35222222,0,99
1562,1/9/93,9,1,1993,1993,17.36055555,10.16888889,0,100
1563,1/10/93,10,1,1993,1993,17.45611111,13.36388889,0,101
1564,1/11/93,11,1,1993,1993,18.31611111,6.618888889,0,102
1565,1/12/93,12,1,1993,1993,15.975,9.38,0,103
1566,1/13/93,13,1,1993,1993,17.88611111,14.54722222,0,104
1567,1/14/93,14,1,1993,1993,18.31611111,13.36388889,0,105
1568,1/15/93,15,1,1993,1993,17.36055555,13.36388889,0,106
1569,1/16/93,16,1,1993,1993,16.93055555,15.25722222,0,107
1570,1/17/93,17,1,1993,1993,17.45611111,14.50777778,0,108
1571,1/18/93,18,1,1993,1993,17.88611111,13.36388889,0,109
1572,1/19/93,19,1,1993,1993,17.88611111,10.60277778,0,110
1573,1/20/93,20,1,1993,1993,18.36388889,10.16888889,0,111
1574,1/21/93,21,1,1993,1993,18.79388889,10.95777778,0,112
1575,1/22/93,22,1,1993,1993,24.04944445,14.15277778,0,113
1576,1/23/93,23,1,1993,1993,24.04944445,8.591111111,0,114
1577,1/24/93,24,1,1993,1993,21.75611111,8.157222222,0,115
1578,1/25/93,25,1,1993,1993,23.61944445,8.591111111,0,116
1579,1/26/93,26,1,1993,1993,24.575,8.591111111,0,117
1580,1/27/93,27,1,1993,1993,24.04944445,9.025,0,118
1581,1/28/93,28,1,1993,1993,22.18611111,9.813888889,0,119
1582,1/29/93,29,1,1993,1993,19.74944445,9.38,0,120
1583,1/30/93,30,1,1993,1993,20.275,9.38,0,121
1584,1/31/93,31,1,1993,1993,20.275,7.802222222,0,122
1585,2/1/93,1,2,1993,1993,18.79388889,8.591111111,0,123
1586,2/2/93,2,2,1993,1993,19.31944445,8.157222222,0,124
1587,2/3/93,3,2,1993,1993,19.74944445,10.60277778,0,125
1588,2/4/93,4,2,1993,1993,20.80055555,9.813888889,0,126
1589,2/5/93,5,2,1993,1993,21.23055555,14.90222222,2.477,127
1590,2/6/93,6,2,1993,1993,21.23055555,10.16888889,14.647,128
1591,2/7/93,7,2,1993,1993,20.275,13.71888889,24.071,129
1592,2/8/93,8,2,1993,1993,17.88611111,15.33611111,0,130
1593,2/9/93,9,2,1993,1993,17.88611111,10.60277778,13.243,131
1594,2/10/93,10,2,1993,1993,18.79388889,9.38,39.903,132
1595,2/11/93,11,2,1993,1993,19.74944445,9.38,4.353,133
1596,2/12/93,12,2,1993,1993,19.22388889,9.813888889,55.225,134
1597,2/13/93,13,2,1993,1993,19.31944445,9.38,11.321,135
1598,2/14/93,14,2,1993,1993,19.74944445,9.38,4.497,136
1599,2/15/93,15,2,1993,1993,19.22388889,9.38,55.542,137
1600,2/16/93,16,2,1993,1993,18.31611111,10.16888889,14.715,138
1601,2/17/93,17,2,1993,1993,16.93055555,12.93,0,139
1602,2/18/93,18,2,1993,1993,17.88611111,14.15277778,0,140
1603,2/19/93,19,2,1993,1993,19.74944445,14.90222222,0,141
1604,2/20/93,20,2,1993,1993,18.79388889,11.35222222,8.621,142
1605,2/21/93,21,2,1993,1993,18.31611111,10.16888889,0,143
1606,2/22/93,22,2,1993,1993,17.88611111,9.813888889,0,144
1607,2/23/93,23,2,1993,1993,17.45611111,13.71888889,0,145
1608,2/24/93,24,2,1993,1993,18.31611111,11.70722222,0,146
1609,2/25/93,25,2,1993,1993,17.88611111,9.025,0,147
1610,2/26/93,26,2,1993,1993,16.93055555,12.14111111,0,148
1611,2/27/93,27,2,1993,1993,17.88611111,9.025,0,149
1612,2/28/93,28,2,1993,1993,19.31944445,8.591111111,0,150
1613,3/1/93,1,3,1993,1993,19.74944445,9.025,0,151
1614,3/2/93,2,3,1993,1993,17.88611111,9.813888889,2.716,152
1615,3/3/93,3,3,1993,1993,21.75611111,10.60277778,73.737,153
1616,3/4/93,4,3,1993,1993,23.52388889,10.60277778,0,154
1617,3/5/93,5,3,1993,1993,24.575,10.95777778,0,155
1618,3/6/93,6,3,1993,1993,25.53055555,11.35222222,18.565,156
1619,3/7/93,7,3,1993,1993,25.10055555,10.60277778,0.568,157
1620,3/8/93,8,3,1993,1993,23.52388889,13.36388889,2.988,158
1621,3/9/93,9,3,1993,1993,21.66055555,12.575,5.156,159
1622,3/10/93,10,3,1993,1993,20.275,10.95777778,0,160
1623,3/11/93,11,3,1993,1993,22.66388889,12.14111111,0,161
1624,3/12/93,12,3,1993,1993,25.10055555,12.575,0,162
1625,3/13/93,13,3,1993,1993,25.005,12.575,0,163
1626,3/14/93,14,3,1993,1993,25.10055555,15.25722222,0,164
1627,3/15/93,15,3,1993,1993,25.53055555,12.14111111,0,165
1628,3/16/93,16,3,1993,1993,21.23055555,12.575,0,166
1629,3/17/93,17,3,1993,1993,21.75611111,16.125,0,167
1630,3/18/93,18,3,1993,1993,23.09388889,12.14111111,0,168
1631,3/19/93,19,3,1993,1993,23.52388889,12.14111111,0,169
1632,3/20/93,20,3,1993,1993,21.75611111,13.36388889,0,170
1633,3/21/93,21,3,1993,1993,22.61611111,11.35222222,0,171
1634,3/22/93,22,3,1993,1993,20.275,13.71888889,45.18,172
1635,3/23/93,23,3,1993,1993,19.74944445,14.90222222,12.053,173
1636,3/24/93,24,3,1993,1993,19.31944445,14.90222222,17.014,174
1637,3/25/93,25,3,1993,1993,20.275,15.25722222,24.792,175
1638,3/26/93,26,3,1993,1993,16.50055555,13.36388889,0,176
1639,3/27/93,27,3,1993,1993,17.36055555,10.60277778,0.882,177
1640,3/28/93,28,3,1993,1993,17.45611111,9.813888889,8.099,178
1641,3/29/93,29,3,1993,1993,17.88611111,11.35222222,0,179
1642,3/30/93,30,3,1993,1993,19.74944445,10.95777778,0,180
1643,3/31/93,31,3,1993,1993,20.275,12.14111111,0,181
1644,4/1/93,1,4,1993,1993,22.66388889,12.575,0,182
1645,4/2/93,2,4,1993,1993,26.05611111,14.50777778,0,183
1646,4/3/93,3,4,1993,1993,27.39388889,14.15277778,0,184
1647,4/4/93,4,4,1993,1993,25.53055555,12.93,0,185
1648,4/5/93,5,4,1993,1993,24.04944445,12.575,0,186
1649,4/6/93,6,4,1993,1993,22.66388889,11.70722222,0,187
1650,4/7/93,7,4,1993,1993,24.04944445,10.60277778,0,188
1651,4/8/93,8,4,1993,1993,22.61611111,12.14111111,0,189
1652,4/9/93,9,4,1993,1993,23.09388889,11.70722222,0,190
1653,4/10/93,10,4,1993,1993,26.48611111,11.35222222,0,191
1654,4/11/93,11,4,1993,1993,26.91611111,11.78611111,0,192
1655,4/12/93,12,4,1993,1993,21.23055555,9.38,0,193
1656,4/13/93,13,4,1993,1993,24.04944445,9.813888889,0,194
1657,4/14/93,14,4,1993,1993,24.575,11.70722222,0,195
1658,4/15/93,15,4,1993,1993,22.61611111,13.36388889,0,196
1659,4/16/93,16,4,1993,1993,20.705,11.35222222,0,197
1660,4/17/93,17,4,1993,1993,20.705,12.14111111,0,198
1661,4/18/93,18,4,1993,1993,25.10055555,12.14111111,0,199
1662,4/19/93,19,4,1993,1993,25.005,12.14111111,0,200
1663,4/20/93,20,4,1993,1993,25.10055555,12.14111111,0,201
1664,4/21/93,21,4,1993,1993,25.10055555,12.14111111,0,202
1665,4/22/93,22,4,1993,1993,25.96055555,12.575,0,203
1666,4/23/93,23,4,1993,1993,25.005,12.575,0,204
1667,4/24/93,24,4,1993,1993,23.09388889,13.36388889,0,205
1668,4/25/93,25,4,1993,1993,24.04944445,12.575,0,206
1669,4/26/93,26,4,1993,1993,29.83055555,15.25722222,0,207
1670,4/27/93,27,4,1993,1993,29.83055555,12.14111111,0,208
1671,4/28/93,28,4,1993,1993,22.18611111,12.14111111,0,209
1672,4/29/93,29,4,1993,1993,21.23055555,13.36388889,0,210
1673,4/30/93,30,4,1993,1993,25.53055555,15.25722222,0,211
1674,5/1/93,1,5,1993,1993,25.96055555,15.25722222,0,212
1675,5/2/93,2,5,1993,1993,22.18611111,14.50777778,0,213
1676,5/3/93,3,5,1993,1993,25.53055555,15.25722222,0,214
1677,5/4/93,4,5,1993,1993,25.96055555,13.71888889,0,215
1678,5/5/93,5,5,1993,1993,22.18611111,12.575,0,216
1679,5/6/93,6,5,1993,1993,21.23055555,13.36388889,17.026,217
1680,5/7/93,7,5,1993,1993,28.34944445,12.93,28.843,218
1681,5/8/93,8,5,1993,1993,28.875,14.15277778,0,219
1682,5/9/93,9,5,1993,1993,28.875,13.71888889,0,220
1683,5/10/93,10,5,1993,1993,30.26055555,13.71888889,0,221
1684,5/11/93,11,5,1993,1993,22.18611111,14.90222222,0,222
1685,5/12/93,12,5,1993,1993,21.23055555,10.60277778,0,223
1686,5/13/93,13,5,1993,1993,21.23055555,9.025,0,224
1687,5/14/93,14,5,1993,1993,24.04944445,10.16888889,0,225
1688,5/15/93,15,5,1993,1993,24.04944445,13.36388889,0,226
1689,5/16/93,16,5,1993,1993,23.09388889,12.93,0,227
1690,5/17/93,17,5,1993,1993,22.66388889,14.50777778,0,228
1691,5/18/93,18,5,1993,1993,21.75611111,14.15277778,0,229
1692,5/19/93,19,5,1993,1993,24.04944445,13.36388889,0,230
1693,5/20/93,20,5,1993,1993,24.575,15.69111111,0,231
1694,5/21/93,21,5,1993,1993,23.09388889,13.71888889,0,232
1695,5/22/93,22,5,1993,1993,23.09388889,13.36388889,0,233
1696,5/23/93,23,5,1993,1993,23.09388889,15.69111111,0,234
1697,5/24/93,24,5,1993,1993,21.75611111,14.15277778,0,235
1698,5/25/93,25,5,1993,1993,22.18611111,16.91388889,0,236
1699,5/26/93,26,5,1993,1993,22.61611111,12.575,0,237
1700,5/27/93,27,5,1993,1993,22.66388889,12.93,0,238
1701,5/28/93,28,5,1993,1993,22.61611111,14.50777778,0,239
1702,5/29/93,29,5,1993,1993,23.61944445,13.36388889,0,240
1703,5/30/93,30,5,1993,1993,23.61944445,14.15277778,0,241
1704,5/31/93,31,5,1993,1993,24.04944445,16.125,0,242
1705,6/1/93,1,6,1993,1993,24.04944445,14.15277778,0,243
1706,6/2/93,2,6,1993,1993,26.05611111,15.25722222,0,244
1707,6/3/93,3,6,1993,1993,26.48611111,13.71888889,0,245
1708,6/4/93,4,6,1993,1993,22.61611111,14.50777778,0,246
1709,6/5/93,5,6,1993,1993,22.66388889,16.125,0,247
1710,6/6/93,6,6,1993,1993,23.09388889,12.93,0,248
1711,6/7/93,7,6,1993,1993,21.23055555,14.15277778,0,249
1712,6/8/93,8,6,1993,1993,23.61944445,13.36388889,0,250
1713,6/9/93,9,6,1993,1993,26.05611111,14.90222222,0,251
1714,6/10/93,10,6,1993,1993,26.91611111,16.55888889,0,252
1715,6/11/93,11,6,1993,1993,30.26055555,15.25722222,0,253
1716,6/12/93,12,6,1993,1993,24.04944445,14.15277778,0,254
1717,6/13/93,13,6,1993,1993,24.04944445,14.15277778,0,255
1718,6/14/93,14,6,1993,1993,23.52388889,15.69111111,0,256
1719,6/15/93,15,6,1993,1993,22.66388889,16.125,0,257
1720,6/16/93,16,6,1993,1993,23.61944445,14.15277778,0,258
1721,6/17/93,17,6,1993,1993,24.575,16.48,0,259
1722,6/18/93,18,6,1993,1993,25.005,15.69111111,0,260
1723,6/19/93,19,6,1993,1993,23.52388889,16.91388889,0,261
1724,6/20/93,20,6,1993,1993,22.61611111,16.91388889,0,262
1725,6/21/93,21,6,1993,1993,22.66388889,16.91388889,0,263
1726,6/22/93,22,6,1993,1993,24.04944445,13.71888889,0,264
1727,6/23/93,23,6,1993,1993,25.10055555,13.36388889,0,265
1728,6/24/93,24,6,1993,1993,26.05611111,15.25722222,0,266
1729,6/25/93,25,6,1993,1993,26.48611111,17.26888889,0,267
1730,6/26/93,26,6,1993,1993,25.53055555,16.91388889,0,268
1731,6/27/93,27,6,1993,1993,23.52388889,16.48,0,269
1732,6/28/93,28,6,1993,1993,23.09388889,16.91388889,0,270
1733,6/29/93,29,6,1993,1993,24.575,14.50777778,0,271
1734,6/30/93,30,6,1993,1993,25.005,15.69111111,0,272
1735,7/1/93,1,7,1993,1993,25.53055555,15.69111111,0,273
1736,7/2/93,2,7,1993,1993,24.575,16.91388889,0,274
1737,7/3/93,3,7,1993,1993,23.09388889,15.69111111,0,275
1738,7/4/93,4,7,1993,1993,23.52388889,13.71888889,0,276
1739,7/5/93,5,7,1993,1993,24.575,16.125,0,277
1740,7/6/93,6,7,1993,1993,25.005,16.125,0,278
1741,7/7/93,7,7,1993,1993,24.575,17.26888889,0,279
1742,7/8/93,8,7,1993,1993,24.04944445,17.26888889,0,280
1743,7/9/93,9,7,1993,1993,22.66388889,17.70277778,0,281
1744,7/10/93,10,7,1993,1993,24.04944445,16.48,0,282
1745,7/11/93,11,7,1993,1993,24.575,16.125,0,283
1746,7/12/93,12,7,1993,1993,24.575,16.48,0,284
1747,7/13/93,13,7,1993,1993,23.52388889,16.91388889,41.131,285
1748,7/14/93,14,7,1993,1993,23.09388889,14.90222222,0,286
1749,7/15/93,15,7,1993,1993,24.04944445,14.90222222,0,287
1750,7/16/93,16,7,1993,1993,24.04944445,14.50777778,0,288
1751,7/17/93,17,7,1993,1993,24.575,14.50777778,0,289
1752,7/18/93,18,7,1993,1993,24.575,16.91388889,0,290
1753,7/19/93,19,7,1993,1993,24.04944445,17.26888889,0,291
1754,7/20/93,20,7,1993,1993,24.04944445,14.90222222,0,292
1755,7/21/93,21,7,1993,1993,25.10055555,14.15277778,0,293
